id	direction	compartment	gpr	name	pathway	equation	definition	flux	min_flux	lowerbound	max_flux	upperbound
rxn03446_c0	>	Cytosol	(Hot5F3Rast.CDS.1638_mRNA or Hot5F3Rast.CDS.1638)	O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water) [c0]		(1) cpd00001[c0] + (1) cpd03607[c0] => (1) cpd00009[c0] + (1) cpd03608[c0]	(1) H2O [c0][c0] + (1) 4-(Phosphonooxy)-threonine [c0][c0] => (1) Phosphate [c0][c0] + (1) 4-Hydroxy-L-threonine [c0][c0]	0	0	0	0	1000
rxn01302_c0	=	Cytosol	(Hot5F3Rast.CDS.3368 or Hot5F3Rast.CDS.3368_mRNA)	L-homoserine:NADP+ oxidoreductase [c0]		(1) cpd00006[c0] + (1) cpd00227[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00346[c0]	(1) NADP [c0][c0] + (1) L-Homoserine [c0][c0] <=> (1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) L-Aspartate4-semialdehyde [c0][c0]	-0.0463634	-1000	-1000	999.995	1000
rxn00101_c0	>	Cytosol	(((Hot5F3Rast.CDS.2183_mRNA or Hot5F3Rast.CDS.2183) and (Hot5F3Rast.CDS.2184_mRNA or Hot5F3Rast.CDS.2184) and (Hot5F3Rast.CDS.2181_mRNA or Hot5F3Rast.CDS.2181)) or (Hot5F3Rast.CDS.2187_mRNA or Hot5F3Rast.CDS.2187) or (Hot5F3Rast.CDS.2180 or Hot5F3Rast.CDS.2180_mRNA) or (Hot5F3Rast.CDS.2186_mRNA or Hot5F3Rast.CDS.2186) or (Hot5F3Rast.CDS.2185_mRNA or Hot5F3Rast.CDS.2185))	Urea amidohydrolase [c0]		(1) cpd00001[c0] + (2) cpd00067[c0] + (1) cpd00073[c0] => (1) cpd00011[c0] + (2) cpd00013[c0]	(1) H2O [c0][c0] + (2) H+ [c0][c0] + (1) Urea [c0][c0] => (1) CO2 [c0][c0] + (2) NH3 [c0][c0]	0	0	0	16.4082	1000
rxn00223_c0	=	Cytosol	(Hot5F3Rast.CDS.5282 or Hot5F3Rast.CDS.5436)	D-glucose aldose-ketose-isomerase [c0]		(1) cpd00027[c0] <=> (1) cpd00082[c0]	(1) D-Glucose [c0][c0] <=> (1) D-Fructose [c0][c0]	0	0	-1000	1000	1000
rxn01122_c0	>	Cytosol	(Hot5F3Rast.CDS.1967_mRNA or Hot5F3Rast.CDS.2160_mRNA or Hot5F3Rast.CDS.2160 or Hot5F3Rast.CDS.2161_mRNA or Hot5F3Rast.CDS.2161 or Hot5F3Rast.CDS.1967)	D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming) [c0]		(1) cpd00608[c0] => (1) cpd00001[c0] + (1) cpd00176[c0]	(1) D-Altronate [c0][c0] => (1) H2O [c0][c0] + (1) 2-keto-3-deoxygluconate [c0][c0]	0	0	0	0	1000
rxn00784_c0	=	Cytosol	(Hot5F3Rast.CDS.2410 or Hot5F3Rast.CDS.2410_mRNA)	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming) [c0]		(1) cpd00510[c0] <=> (1) cpd00071[c0] + (1) cpd00102[c0]	(1) deoxyribose-5-phosphate [c0][c0] <=> (1) Acetaldehyde [c0][c0] + (1) Glyceraldehyde3-phosphate [c0][c0]	0.00118741	0.000118741	-1000	49.2248	1000
rxn05029_c0	>	Cytosol	((Hot5F3Rast.CDS.3593 or Hot5F3Rast.CDS.3593_mRNA) or (Hot5F3Rast.CDS.2784_mRNA or Hot5F3Rast.CDS.2784))	ATP:cobinamide Cobeta-adenosyltransferase [c0]		(1) cpd00002[c0] + (1) cpd00067[c0] + (1) cpd03422[c0] => (1) cpd00421[c0] + (1) cpd03918[c0]	(1) ATP [c0][c0] + (1) H+ [c0][c0] + (1) Cobinamide [c0][c0] => (1) Triphosphate [c0][c0] + (1) Adenosyl cobinamide [c0][c0]	0.000593704	5.93704e-05	0	0.000593704	1000
rxn05393_c0	=	Cytosol	(Hot5F3Rast.CDS.981_mRNA or Hot5F3Rast.CDS.981)	9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase [c0]		(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11529[c0] <=> (1) cpd00006[c0] + (1) cpd11530[c0]	(1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) 9-methyl-3-oxo-decanoyl-ACP [c0][c0] <=> (1) NADP [c0][c0] + (1) 9-methyl-3-hydroxy-decanoyl-ACP [c0][c0]	0	0	-1000	0	1000
rxn00510_c0	=	Cytosol	(Hot5F3Rast.CDS.2100_mRNA or Hot5F3Rast.CDS.2100)	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming) [c0]		(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00351[c0] <=> (1) cpd00004[c0] + (1) cpd00024[c0] + (1) cpd00039[c0] + (1) cpd00067[c0]	(1) H2O [c0][c0] + (1) NAD [c0][c0] + (1) Saccharopine [c0][c0] <=> (1) NADH [c0][c0] + (1) 2-Oxoglutarate [c0][c0] + (1) L-Lysine [c0][c0] + (1) H+ [c0][c0]	0	0	-1000	0	1000
rxn00328_c0	=	Cytosol	((Hot5F3Rast.CDS.5635 or Hot5F3Rast.CDS.4370) and (Hot5F3Rast.CDS.5635 or Hot5F3Rast.CDS.4370))	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming) [c0]		(1) cpd00830[c0] <=> (1) cpd00020[c0] + (1) cpd00040[c0]	(1) 4-Hydroxy-2-oxoglutarate [c0][c0] <=> (1) Pyruvate [c0][c0] + (1) Glyoxalate [c0][c0]	0	0	-1000	0	1000
rxn02285_c0	=	Cytosol	((Hot5F3Rast.CDS.3452_mRNA or Hot5F3Rast.CDS.3450_mRNA or Hot5F3Rast.CDS.3452 or Hot5F3Rast.CDS.3450) or Hot5F3Rast.CDS.3452)	UDP-N-acetylmuramate:NADP+ oxidoreductase [c0]		(1) cpd00006[c0] + (1) cpd00773[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd02820[c0]	(1) NADP [c0][c0] + (1) UDP-MurNAc [c0][c0] <=> (1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) UDP-N-acetylglucosamine enolpyruvate [c0][c0]	-0.0119032	-0.0119032	-1000	-0.00119032	1000
rxn02303_c0	>	Cytosol	(Hot5F3Rast.CDS.3315_mRNA or Hot5F3Rast.CDS.3315)	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating) [c0]		(1) cpd00007[c0] + (2) cpd00067[c0] + (1) cpd02083[c0] => (2) cpd00001[c0] + (2) cpd00011[c0] + (1) cpd00791[c0]	(1) O2 [c0][c0] + (2) H+ [c0][c0] + (1) CoproporphyrinogenIII [c0][c0] => (2) H2O [c0][c0] + (2) CO2 [c0][c0] + (1) ProtoporphyrinogenIX [c0][c0]	0.000593704	0	0	0.000593704	1000
rxn03087_c0	=	Cytosol	Hot5F3Rast.CDS.1864	N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase [c0]		(1) cpd00024[c0] + (1) cpd02698[c0] <=> (1) cpd00023[c0] + (1) cpd02724[c0]	(1) 2-Oxoglutarate [c0][c0] + (1) N-Succinyl-L-2,6-diaminopimelate [c0][c0] <=> (1) L-Glutamate [c0][c0] + (1) N-Succinyl-L-2-amino-6-oxopimelate [c0][c0]	-0.114127	-2.20929	-1000	-0.0114127	1000
rxn05315_c0	=	Cytosol	(Hot5F3Rast.CDS.115_mRNA or Hot5F3Rast.CDS.117 or Hot5F3Rast.CDS.2535 or Hot5F3Rast.CDS.2535_mRNA or Hot5F3Rast.CDS.2615_mRNA or Hot5F3Rast.CDS.117_mRNA or Hot5F3Rast.CDS.115 or Hot5F3Rast.CDS.2615)	ZN2t4 [c0]		(1) cpd00034[c0] + (1) cpd00067[e0] + (1) cpd00205[e0] <=> (1) cpd00034[e0] + (1) cpd00067[c0] + (1) cpd00205[c0]	(1) Zn2+ [c0][c0] + (1) H+ [e0][e0] + (1) K+ [e0][e0] <=> (1) Zn2+ [e0][e0] + (1) H+ [c0][c0] + (1) K+ [c0][c0]	-0.000593704	-0.000593704	-1000	196.898	1000
rxn05394_c0	=	Cytosol	Hot5F3Rast.CDS.3041	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase [c0]		(1) cpd11530[c0] <=> (1) cpd00001[c0] + (1) cpd11531[c0]	(1) 9-methyl-3-hydroxy-decanoyl-ACP [c0][c0] <=> (1) H2O [c0][c0] + (1) 9-methyl-trans-dec-2-enoyl-ACP [c0][c0]	0	0	-1000	0	1000
rxn00227_c0	>	Cytosol	(Hot5F3Rast.CDS.590 or Hot5F3Rast.CDS.5482)	Acetyl phosphate phosphohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00196[c0] => (1) cpd00009[c0] + (1) cpd00029[c0] + (1) cpd00067[c0]	(1) H2O [c0][c0] + (1) Acetylphosphate [c0][c0] => (1) Phosphate [c0][c0] + (1) Acetate [c0][c0] + (1) H+ [c0][c0]	0	0	0	49.2246	1000
rxn03047_c0	>	Cytosol	(Hot5F3Rast.CDS.4689 or Hot5F3Rast.CDS.4689_mRNA)	ATP:pantothenate 4'-phosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd02524[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02666[c0]	(1) ATP [c0][c0] + (1) N-Pantothenoylcysteine [c0][c0] => (1) ADP [c0][c0] + (1) H+ [c0][c0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine [c0][c0]	0	0	0	0	1000
rxn02889_c0	>	Cytosol	((Hot5F3Rast.CDS.1223 or Hot5F3Rast.CDS.1260 or Hot5F3Rast.CDS.1260_mRNA or Hot5F3Rast.CDS.4718 or Hot5F3Rast.CDS.1231 or Hot5F3Rast.CDS.1223_mRNA or Hot5F3Rast.CDS.4718_mRNA or Hot5F3Rast.CDS.1231_mRNA) or (Hot5F3Rast.CDS.1230 or Hot5F3Rast.CDS.1225_mRNA or Hot5F3Rast.CDS.4719_mRNA or Hot5F3Rast.CDS.1259 or Hot5F3Rast.CDS.4719 or Hot5F3Rast.CDS.1259_mRNA or Hot5F3Rast.CDS.1230_mRNA or Hot5F3Rast.CDS.1225))	3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming) [c0]		(1) cpd00002[c0] + (1) cpd00242[c0] + (1) cpd01966[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd02068[c0]	(1) ATP [c0][c0] + (1) H2CO3 [c0][c0] + (1) Dimethylacryloyl-CoA [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) 3-Methylglutaconyl-CoA [c0][c0]	0	0	0	0	1000
rxn00559_c0	=	Cytosol	(Hot5F3Rast.CDS.4931 or Hot5F3Rast.CDS.4931_mRNA or Hot5F3Rast.CDS.3151 or Hot5F3Rast.CDS.956)	D-mannose-6-phosphate aldose-ketose-isomerase [c0]		(1) cpd00235[c0] <=> (1) cpd00072[c0]	(1) D-mannose-6-phosphate [c0][c0] <=> (1) D-fructose-6-phosphate [c0][c0]	0	0	-1000	0	1000
rxn08848_c0	=	Cytosol	(Hot5F3Rast.CDS.3490 or Hot5F3Rast.CDS.3490_mRNA)	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0) [c0]		(1) cpd00001[c0] + (1) cpd15346[c0] <=> (1) cpd00067[c0] + (1) cpd00214[c0] + (1) cpd02090[c0]	(1) H2O [c0][c0] + (1) 2-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl [c0][c0] <=> (1) H+ [c0][c0] + (1) Palmitate [c0][c0] + (1) Glycerophosphoglycerol [c0][c0]	0	0	-1000	0	1000
rxn05294_c0	>	Cytosol	((Hot5F3Rast.CDS.4010 or Hot5F3Rast.CDS.4010_mRNA) and (Hot5F3Rast.CDS.3402_mRNA or Hot5F3Rast.CDS.3402) and (Hot5F3Rast.CDS.1650_mRNA or Hot5F3Rast.CDS.1650) and (Hot5F3Rast.CDS.1733_mRNA or Hot5F3Rast.CDS.3093 or Hot5F3Rast.CDS.3093_mRNA or Hot5F3Rast.CDS.1733) and (Hot5F3Rast.CDS.1890_mRNA or Hot5F3Rast.CDS.1890 or Hot5F3Rast.CDS.2215 or Hot5F3Rast.CDS.2215_mRNA) and (Hot5F3Rast.CDS.4537_mRNA or Hot5F3Rast.CDS.2507_mRNA or Hot5F3Rast.CDS.2507 or Hot5F3Rast.CDS.4537) and (Hot5F3Rast.CDS.554_mRNA or Hot5F3Rast.CDS.1030 or Hot5F3Rast.CDS.1030_mRNA or Hot5F3Rast.CDS.554) and (Hot5F3Rast.CDS.2269 or Hot5F3Rast.CDS.2269_mRNA) and (Hot5F3Rast.CDS.4234_mRNA or Hot5F3Rast.CDS.5068_mRNA or Hot5F3Rast.CDS.1424_mRNA or Hot5F3Rast.CDS.1061_mRNA or Hot5F3Rast.CDS.1067 or Hot5F3Rast.CDS.1424 or Hot5F3Rast.CDS.5068 or Hot5F3Rast.CDS.1067_mRNA or Hot5F3Rast.CDS.4234 or Hot5F3Rast.CDS.1061) and (Hot5F3Rast.CDS.1700_mRNA or Hot5F3Rast.CDS.1700) and (Hot5F3Rast.CDS.3763 or Hot5F3Rast.CDS.3763_mRNA) and (Hot5F3Rast.CDS.2122_mRNA or Hot5F3Rast.CDS.2122) and (Hot5F3Rast.CDS.4111_mRNA or Hot5F3Rast.CDS.4111 or Hot5F3Rast.CDS.217_mRNA or Hot5F3Rast.CDS.217) and (Hot5F3Rast.CDS.4235_mRNA or Hot5F3Rast.CDS.4235) and (Hot5F3Rast.CDS.2212 or Hot5F3Rast.CDS.2212_mRNA) and (Hot5F3Rast.CDS.2214 or Hot5F3Rast.CDS.2214_mRNA) and (Hot5F3Rast.CDS.3866_mRNA or Hot5F3Rast.CDS.3866))	DNA synthesis		(0.516637656497864) cpd00115[c0] + (0.516637656497864) cpd00241[c0] + (0.516637656497864) cpd00356[c0] + (0.516637656497864) cpd00357[c0] => (2.06655062599146) cpd00012[c0] + (1) cpd11461[c0]	(0.516637656497864) dATP [c0][c0] + (0.516637656497864) dGTP [c0][c0] + (0.516637656497864) dCTP [c0][c0] + (0.516637656497864) TTP [c0][c0] => (2.06655062599146) PPi [c0][c0] + (1) DNA [c0][c0]	0.00451452	0.000451452	0	0.00451452	1000
rxn00691_c0	>	Cytosol	(Hot5F3Rast.CDS.4341 or Hot5F3Rast.CDS.5571_mRNA or Hot5F3Rast.CDS.4341_mRNA or Hot5F3Rast.CDS.5571)	10-Formyltetrahydrofolate amidohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00201[c0] => (1) cpd00047[c0] + (1) cpd00067[c0] + (1) cpd00087[c0]	(1) H2O [c0][c0] + (1) 10-Formyltetrahydrofolate [c0][c0] => (1) Formate [c0][c0] + (1) H+ [c0][c0] + (1) Tetrahydrofolate [c0][c0]	0.177737	0	0	49.2424	1000
rxn08840_c0	>	Cytosol	(Hot5F3Rast.CDS.3490 or Hot5F3Rast.CDS.3490_mRNA)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1) [c0]		(1) cpd00001[c0] + (1) cpd15338[c0] => (1) cpd00067[c0] + (1) cpd00908[c0] + (1) cpd15298[c0]	(1) H2O [c0][c0] + (1) 2-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl [c0][c0] => (1) H+ [c0][c0] + (1) Glycerophosphoethanolamine [c0][c0] + (1) tetradecenoate [c0][c0]	0	0	0	0	1000
rxn03923_c0	=	Cytosol	(Hot5F3Rast.CDS.5492_mRNA or Hot5F3Rast.CDS.2627_mRNA or Hot5F3Rast.CDS.2627 or Hot5F3Rast.CDS.5492 or Hot5F3Rast.CDS.5602 or Hot5F3Rast.CDS.5602_mRNA)	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming) [c0]		(1) cpd00009[c0] + (1) cpd00460[c0] <=> (1) cpd00081[c0] + (1) cpd00196[c0]	(1) Phosphate [c0][c0] + (1) Sulfoacetaldehyde [c0][c0] <=> (1) Sulfite [c0][c0] + (1) Acetylphosphate [c0][c0]	0	0	-1000	0	1000
rxn00290_c0	>	Cytosol	((Hot5F3Rast.CDS.1655_mRNA or Hot5F3Rast.CDS.1655) and (Hot5F3Rast.CDS.1654_mRNA or Hot5F3Rast.CDS.1654))	succinyl-CoA:acetoacetate CoA-transferase [c0]		(1) cpd00078[c0] + (1) cpd00142[c0] => (1) cpd00036[c0] + (1) cpd00279[c0]	(1) Succinyl-CoA [c0][c0] + (1) Acetoacetate [c0][c0] => (1) Succinate [c0][c0] + (1) Acetoacetyl-CoA [c0][c0]	0.0998151	0	0	49.2346	1000
rxn03907_c0	>	Cytosol	Hot5F3Rast.CDS.3818	CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase [c0]		(1) cpd00052[c0] + (1) cpd08286[c0] => (1) cpd00012[c0] + (1) cpd08287[c0]	(1) CTP [c0][c0] + (1) 2-C-methyl-D-erythritol4-phosphate [c0][c0] => (1) PPi [c0][c0] + (1) 4--cytidine5-diphospho-2-C-methyl-D-erythritol [c0][c0]	0.145184	0.0145184	0	0.145184	1000
rxn01987_c0	=	Cytosol	(Hot5F3Rast.CDS.2286_mRNA or Hot5F3Rast.CDS.2286)	R02750 [c0]		(1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00510[c0] <=> (1) cpd00002[c0] + (1) cpd01242[c0]	(1) ADP [c0][c0] + (1) H+ [c0][c0] + (1) deoxyribose-5-phosphate [c0][c0] <=> (1) ATP [c0][c0] + (1) Thyminose [c0][c0]	0	0	-1000	0	1000
rxn03538_c0	=	Cytosol	(Hot5F3Rast.CDS.3601_mRNA or Hot5F3Rast.CDS.3601)	R05223 [c0]		(1) cpd03423[c0] + (1) cpd03920[c0] <=> (1) cpd00067[c0] + (1) cpd00126[c0] + (1) cpd00166[c0]	(1) alpha-Ribazole [c0][c0] + (1) Adenosylcobinamide-GDP [c0][c0] <=> (1) H+ [c0][c0] + (1) GMP [c0][c0] + (1) Calomide [c0][c0]	0.000593704	5.93704e-05	-1000	0.000593704	1000
rxn02834_c0	>	Cytosol	(Hot5F3Rast.CDS.2073 or Hot5F3Rast.CDS.2073_mRNA)	Phosphoribosyl-ATP pyrophosphohydrolase [c0]		(1) cpd00001[c0] + (1) cpd01775[c0] => (1) cpd00012[c0] + (2) cpd00067[c0] + (1) cpd01777[c0]	(1) H2O [c0][c0] + (1) Phosphoribosyl-ATP [c0][c0] => (1) PPi [c0][c0] + (2) H+ [c0][c0] + (1) Phosphoribosyl-AMP [c0][c0]	0.0283868	0.00283868	0	8.20991	1000
rxn09953_c0	=	Cytosol	((Hot5F3Rast.CDS.1362 or Hot5F3Rast.CDS.5043 or Hot5F3Rast.CDS.5043_mRNA or Hot5F3Rast.CDS.1362_mRNA) and (Hot5F3Rast.CDS.5042_mRNA or Hot5F3Rast.CDS.5042))	acetyl-CoA:acetoin O-acetyltransferase [c0]		(1) cpd00003[c0] + (1) cpd00010[c0] + (1) cpd00361[c0] <=> (1) cpd00004[c0] + (1) cpd00022[c0] + (1) cpd00067[c0] + (1) cpd00071[c0]	(1) NAD [c0][c0] + (1) CoA [c0][c0] + (1) ACTN [c0][c0] <=> (1) NADH [c0][c0] + (1) Acetyl-CoA [c0][c0] + (1) H+ [c0][c0] + (1) Acetaldehyde [c0][c0]	0	0	-1000	0	1000
rxn00459_c0	=	Cytosol	(Hot5F3Rast.CDS.4415_mRNA or Hot5F3Rast.CDS.4415)	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming) [c0]		(1) cpd00482[c0] <=> (1) cpd00001[c0] + (1) cpd00061[c0]	(1) 2-Phospho-D-glycerate [c0][c0] <=> (1) H2O [c0][c0] + (1) Phosphoenolpyruvate [c0][c0]	-1.39817	-49.3645	-1000	-0.139639	1000
rxn02085_c0	=	Cytosol	(Hot5F3Rast.CDS.4999_mRNA or Hot5F3Rast.CDS.4999)	4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase [c0]		(1) cpd00067[c0] + (1) cpd02311[c0] <=> (1) cpd00001[c0] + (1) cpd00581[c0]	(1) H+ [c0][c0] + (1) 4-Imidazolone-5-propanoate [c0][c0] <=> (1) H2O [c0][c0] + (1) Urocanate [c0][c0]	0	-8.20707	-1000	0	1000
rxn03932_c0	>	Cytosol	((Hot5F3Rast.CDS.5505_mRNA or Hot5F3Rast.CDS.4593_mRNA or Hot5F3Rast.CDS.5505 or Hot5F3Rast.CDS.4593 or Hot5F3Rast.CDS.5667_mRNA or Hot5F3Rast.CDS.5667) or (Hot5F3Rast.CDS.5668_mRNA or Hot5F3Rast.CDS.5508 or Hot5F3Rast.CDS.4596 or Hot5F3Rast.CDS.5668))	ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd04242[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02721[c0]	(1) ATP [c0][c0] + (1) DKH [c0][c0] => (1) ADP [c0][c0] + (1) H+ [c0][c0] + (1) DKHP [c0][c0]	0	0	0	0	1000
rxn12851_c0	>	Cytosol	((Hot5F3Rast.CDS.156 or Hot5F3Rast.CDS.156_mRNA) and (Hot5F3Rast.CDS.67 or Hot5F3Rast.CDS.838_mRNA or Hot5F3Rast.CDS.837_mRNA or Hot5F3Rast.CDS.838 or Hot5F3Rast.CDS.837 or Hot5F3Rast.CDS.67_mRNA))	Gly-Try ABC transporters [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd15606[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd15606[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Gly-Tyr [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Gly-Tyr [c0][c0]	0	0	0	0	1000
rxn00770_c0	=	Cytosol	(Hot5F3Rast.CDS.1880 or Hot5F3Rast.CDS.1880_mRNA)	ATP:D-ribose-5-phosphate diphosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd00101[c0] <=> (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00103[c0]	(1) ATP [c0][c0] + (1) ribose-5-phosphate [c0][c0] <=> (1) AMP [c0][c0] + (1) H+ [c0][c0] + (1) PRPP [c0][c0]	0.206715	0.0206715	-1000	49.2453	1000
rxn08806_c0	=	Cytosol	(Hot5F3Rast.CDS.3490 or Hot5F3Rast.CDS.3490_mRNA)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd15316[c0] <=> (1) cpd00067[c0] + (1) cpd00214[c0] + (1) cpd00908[c0]	(1) H2O [c0][c0] + (1) 1-Acyl-sn-glycero-3-phosphoethanolamine hexadecanoyl [c0][c0] <=> (1) H+ [c0][c0] + (1) Palmitate [c0][c0] + (1) Glycerophosphoethanolamine [c0][c0]	0	0	-1000	0	1000
rxn05436_c0	>	Cytosol	(Hot5F3Rast.CDS.3962_mRNA or Hot5F3Rast.CDS.3962 or Hot5F3Rast.CDS.3044 or Hot5F3Rast.CDS.3044_mRNA)	10-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11510[c0] => (1) cpd00003[c0] + (1) cpd11511[c0]	(1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) 10-methyl-trans-dodec-2-enoyl-ACP [c0][c0] => (1) NAD [c0][c0] + (1) 10-methyl-dodecanoyl-ACP [c0][c0]	0	0	0	0	1000
rxn05195_c0	>	Cytosol	(Hot5F3Rast.CDS.1983_mRNA or Hot5F3Rast.CDS.1983)	ATP phosphohydrolase (ferric-ion-transporting) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd10516[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd10516[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) fe3 [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) fe3 [c0][c0]	0.00237482	0.000237482	0	0.00237482	1000
rxn00076_c0	>	Cytosol	(Hot5F3Rast.CDS.2787_mRNA or Hot5F3Rast.CDS.2787)	NAD+ phosphohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00003[c0] => (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd00355[c0]	(1) H2O [c0][c0] + (1) NAD [c0][c0] => (1) AMP [c0][c0] + (2) H+ [c0][c0] + (1) Nicotinamide ribonucleotide [c0][c0]	0	0	0	49.2246	1000
rxn14040_c0	>	Cytosol	(Hot5F3Rast.CDS.4120 or Hot5F3Rast.CDS.4120_mRNA)	ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase [c0]		(1) cpd00113[c0] + (1) cpd17566[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd17567[c0]	(1) Isopentenyldiphosphate [c0][c0] + (1) ditrans,tetracis-Heptaprenyl diphosphate [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) ditrans,pentacis-Octaprenyl diphosphate [c0][c0]	0.0119032	0.00119032	0	0.0119032	1000
rxn05209_c0	=	Cytosol	((Hot5F3Rast.CDS.2045 or Hot5F3Rast.CDS.386_mRNA or Hot5F3Rast.CDS.2045_mRNA or Hot5F3Rast.CDS.386) or (Hot5F3Rast.CDS.4288_mRNA or Hot5F3Rast.CDS.4288) or (Hot5F3Rast.CDS.3747_mRNA or Hot5F3Rast.CDS.3747))	TRANS-RXNBWI-115525.ce.maizeexp.NA+_NA+ [c0]		(1) cpd00067[c0] + (1) cpd00971[e0] <=> (1) cpd00067[e0] + (1) cpd00971[c0]	(1) H+ [c0][c0] + (1) Na+ [e0][e0] <=> (1) H+ [e0][e0] + (1) Na+ [c0][c0]	-0.735769	-1000	-1000	1000	1000
rxn06377_c0	>	Cytosol	(Hot5F3Rast.CDS.3223 or Hot5F3Rast.CDS.3223_mRNA)	glycine:lipoylprotein oxidoreductase (decarboxylating and acceptor-aminomethylating) [c0]		(1) cpd00033[c0] + (1) cpd00067[c0] + (1) cpd12005[c0] => (1) cpd00011[c0] + (1) cpd11830[c0]	(1) Glycine [c0][c0] + (1) H+ [c0][c0] + (1) Lipoylprotein [c0][c0] => (1) CO2 [c0][c0] + (1) S-Aminomethyldihydrolipoylprotein [c0][c0]	0	0	0	15.537	1000
rxn10234_c0	>	Cytosol	(Hot5F3Rast.CDS.5327 or Hot5F3Rast.CDS.5327_mRNA)	isotetradecanoyl-phosphatidylserine decarboxylase [c0]		(2) cpd00067[c0] + (1) cpd15691[c0] => (1) cpd00011[c0] + (1) cpd15697[c0]	(2) H+ [c0][c0] + (1) Diisotetradecanoylphosphatidylserine [c0][c0] => (1) CO2 [c0][c0] + (1) Diisotetradecanoylphosphatidylethanolamine [c0][c0]	0	0	0	0	1000
